DATE,Daily_Mean_PM,Daily_AQI_Value,AQI_Targeted_Value_LAG_1
06-07-2023,0.041,38,31.66666667
07-07-2023,0.034333333,31.66666667,39
08-07-2023,0.042333333,39,57
09-07-2023,0.052333333,57,57.66666667
10-07-2023,0.056333333,57.66666667,40
11-07-2023,0.043,40,37.66666667
12-07-2023,0.040666667,37.66666667,39
13-07-2023,0.042,39,40
14-07-2023,0.043,40,46.66666667
15-07-2023,0.050333333,46.66666667,37
16-07-2023,0.04,37,55.33333333
17-07-2023,0.053,55.33333333,45.66666667
18-07-2023,0.049333333,45.66666667,41.66666667
19-07-2023,0.045,41.66666667,49
20-07-2023,0.0515,49,82.33333333
21-07-2023,0.064666667,82.33333333,57
22-07-2023,0.055666667,57,83.66666667
23-07-2023,0.065,83.66666667,91.66666667
24-07-2023,0.067666667,91.66666667,62
25-07-2023,0.058333333,62,51.66666667
26-07-2023,0.054,51.66666667,51.66666667
27-07-2023,0.053333333,51.66666667,67.33333333
28-07-2023,0.06,67.33333333,57
29-07-2023,0.056333333,57,51.66666667
30-07-2023,0.053333333,51.66666667,56
31-07-2023,0.055333333,56,104.6666667
01-08-2023,0.071666667,104.6666667,67.33333333
02-08-2023,0.06,67.33333333,49
03-08-2023,0.051,49,44
04-08-2023,0.047333333,44,42.33333333
05-08-2023,0.045666667,42.33333333,34.66666667
06-08-2023,0.037666667,34.66666667,50.33333333
07-08-2023,0.050666667,50.33333333,38.33333333
08-08-2023,0.041333333,38.33333333,42
09-08-2023,0.045,42,56
10-08-2023,0.054,56,43
11-08-2023,0.046333333,43,38.66666667
12-08-2023,0.041666667,38.66666667,35.33333333
13-08-2023,0.038333333,35.33333333,74.66666667
14-08-2023,0.062333333,74.66666667,50.33333333
15-08-2023,0.052,50.33333333,103.3333333
16-08-2023,0.071,103.3333333,109
17-08-2023,0.073,109,96.33333333
18-08-2023,0.069,96.33333333,86
19-08-2023,0.066,86,84.66666667
20-08-2023,0.065333333,84.66666667,98.66666667
21-08-2023,0.069666667,98.66666667,48
22-08-2023,0.052,48,47.33333333
23-08-2023,0.050333333,47.33333333,113.6666667
24-08-2023,0.074333333,113.6666667,134
25-08-2023,0.080333333,134,131.3333333
26-08-2023,0.079666667,131.3333333,51.33333333
27-08-2023,0.053666667,51.33333333,56
28-08-2023,0.056333333,56,66.33333333
29-08-2023,0.059666667,66.33333333,80.33333333
30-08-2023,0.064,80.33333333,133.6666667
31-08-2023,0.080333333,133.6666667,107
01-09-2023,0.072666667,107,112.6666667
02-09-2023,0.074,112.6666667,76
03-09-2023,0.062666667,76,39.66666667
04-09-2023,0.042666667,39.66666667,38.66666667
05-09-2023,0.041666667,38.66666667,104.3333333
06-09-2023,0.071333333,104.3333333,95.66666667
07-09-2023,0.068666667,95.66666667,91.5
08-09-2023,0.0675,91.5,90.66666667
09-09-2023,0.067333333,90.66666667,63.33333333
10-09-2023,0.058666667,63.33333333,57.33333333
11-09-2023,0.056666667,57.33333333,47
12-09-2023,0.05,47,47
13-09-2023,0.051,47,28.33333333
14-09-2023,0.030333333,28.33333333,40.33333333
15-09-2023,0.043333333,40.33333333,71.66666667
16-09-2023,0.061333333,71.66666667,82.66666667
17-09-2023,0.064666667,82.66666667,104.3333333
18-09-2023,0.071666667,104.3333333,116.3333333
19-09-2023,0.075333333,116.3333333,68.33333333
20-09-2023,0.060333333,68.33333333,40
21-09-2023,0.043,40,40
22-09-2023,0.043,40,33
23-09-2023,0.036,33,38.66666667
24-09-2023,0.041666667,38.66666667,46
25-09-2023,0.049333333,46,57.66666667
26-09-2023,0.055,57.66666667,106
27-09-2023,0.072333333,106,65
28-09-2023,0.059333333,65,71.66666667
29-09-2023,0.061333333,71.66666667,47
30-09-2023,0.050666667,47,67.33333333
01-10-2023,0.06,67.33333333,64
02-10-2023,0.058666667,64,51.33333333
03-10-2023,0.054,51.33333333,36.66666667
04-10-2023,0.039666667,36.66666667,37.33333333
05-10-2023,0.040333333,37.33333333,51.66666667
06-10-2023,0.052666667,51.66666667,34
07-10-2023,0.037,34,45
08-10-2023,0.048666667,45,45.66666667
09-10-2023,0.049333333,45.66666667,42.33333333
10-10-2023,0.045666667,42.33333333,31.66666667
11-10-2023,0.034333333,31.66666667,33
12-10-2023,0.035666667,33,32
13-10-2023,0.034333333,32,27
14-10-2023,0.029,27,25.33333333
15-10-2023,0.027333333,25.33333333,35.33333333
16-10-2023,0.038333333,35.33333333,44.66666667
