DATE,Daily_Mean_Ozone,Daily_AQI_Value,AQI_Targeted_Value_LAG_1
2022-05-10,0.039666667,36.66666666666666,37.333333333333336
2022-05-11,0.040333333,37.333333333333336,45.0
2022-05-12,0.048666667,45.0,43.333333333333336
2022-05-13,0.047,43.333333333333336,50.0
2022-05-14,0.052333333,50.0,42.66666666666666
2022-05-15,0.046,42.66666666666666,79.0
2022-05-16,0.063666667,79.0,44.66666666666666
2022-05-17,0.048333333,44.66666666666666,43.66666666666666
2022-05-18,0.047333333,43.66666666666666,43.0
2022-05-19,0.046333333,43.0,44.66666666666666
2022-05-20,0.048333333,44.66666666666666,39.0
2022-05-21,0.042,39.0,28.33333333333333
2022-05-22,0.030666667,28.33333333333333,35.0
2022-05-23,0.038,35.0,39.66666666666666
2022-05-24,0.042666667,39.66666666666666,35.333333333333336
2022-05-25,0.038333333,35.333333333333336,56.66666666666666
2022-05-26,0.055333333,56.66666666666666,124.0
2022-05-27,0.0775,124.0,56.0
2022-05-28,0.0565,56.0,36.0
2022-05-29,0.039,36.0,29.5
2022-05-30,0.0315,29.5,27.33333333333333
2022-05-31,0.029333333,27.33333333333333,24.0
2022-06-01,0.026,24.0,42.66666666666666
2022-06-02,0.046,42.66666666666666,38.333333333333336
2022-06-03,0.041666667,38.333333333333336,43.66666666666666
2022-06-04,0.047333333,43.66666666666666,45.333333333333336
2022-06-05,0.049,45.333333333333336,37.66666666666666
2022-06-06,0.040666667,37.66666666666666,36.66666666666666
2022-06-07,0.039666667,36.66666666666666,40.0
2022-06-08,0.043333333,40.0,67.66666666666667
2022-06-09,0.06,67.66666666666667,64.0
2022-06-10,0.058333333,64.0,39.333333333333336
2022-06-11,0.042333333,39.333333333333336,34.666666666666664
2022-06-12,0.037666667,34.666666666666664,32.333333333333336
2022-06-13,0.035,32.333333333333336,25.5
2022-06-14,0.0275,25.5,28.5
2022-06-15,0.0305,28.5,35.5
2022-06-16,0.038,35.5,59.0
2022-06-17,0.0545,59.0,44.5
2022-06-18,0.0485,44.5,41.5
2022-06-19,0.0445,41.5,60.5
2022-06-20,0.0575,60.5,70.5
2022-06-21,0.061,70.5,48.5
2022-06-22,0.0525,48.5,59.0
2022-06-23,0.056,59.0,56.0
2022-06-24,0.0565,56.0,48.0
2022-06-25,0.052,48.0,50.0
2022-06-26,0.054,50.0,48.0
2022-06-27,0.052,48.0,72.0
2022-06-28,0.0615,72.0,89.5
2022-06-29,0.067,89.5,108.0
2022-06-30,0.0725,108.0,54.0
2022-07-01,0.0555,54.0,64.5
2022-07-02,0.059,64.5,33.5
2022-07-03,0.0365,33.5,31.5
2022-07-04,0.034,31.5,34.0
2022-07-05,0.037,34.0,37.5
2022-07-06,0.0405,37.5,39.0
2022-07-07,0.042,39.0,48.0
2022-07-08,0.052,48.0,113.5
2022-07-09,0.074,113.5,56.0
2022-07-10,0.0545,56.0,67.5
2022-07-11,0.059,67.5,56.5
2022-07-12,0.055,56.5,122.0
2022-07-13,0.077,122.0,51.0
2022-07-14,0.055,51.0,77.0
2022-07-15,0.063,77.0,45.0
2022-07-16,0.0485,45.0,45.5
2022-07-17,0.0495,45.5,44.5
2022-07-18,0.048,44.5,47.0
2022-07-19,0.051,47.0,50.0
2022-07-20,0.053,50.0,47.0
2022-07-21,0.0505,47.0,42.0
2022-07-22,0.045,42.0,36.0
2022-07-23,0.039,36.0,32.5
2022-07-24,0.0355,32.5,36.5
2022-07-25,0.0395,36.5,35.5
2022-07-26,0.0385,35.5,39.0
2022-07-27,0.042,39.0,36.0
2022-07-28,0.039,36.0,40.0
2022-07-29,0.043333333,40.0,37.0
2022-07-30,0.04,37.0,35.5
2022-07-31,0.038,35.5,42.0
2022-08-01,0.0455,42.0,39.5
2022-08-02,0.043,39.5,33.5
2022-08-03,0.036,33.5,32.5
2022-08-04,0.035,32.5,38.0
2022-08-05,0.041,38.0,37.5
2022-08-06,0.0405,37.5,29.5
2022-08-07,0.032,29.5,38.5
2022-08-08,0.0415,38.5,44.0
2022-08-09,0.0475,44.0,48.0
2022-08-10,0.052,48.0,96.0
2022-08-11,0.069,96.0,48.5
2022-08-12,0.0525,48.5,48.5
2022-08-13,0.0525,48.5,41.0
2022-08-14,0.044,41.0,31.0
2022-08-15,0.0335,31.0,40.5
2022-08-16,0.0435,40.5,74.0
2022-08-17,0.062,74.0,45.0
2022-08-18,0.0485,45.0,85.0
2022-08-19,0.0655,85.0,28.0
2022-08-20,0.03,28.0,25.0
2022-08-21,0.027,25.0,17.0
2022-08-22,0.0185,17.0,22.0
2022-08-23,0.024,22.0,27.666666666666668
2022-08-24,0.029666667,27.666666666666668,37.66666666666666
2022-08-25,0.040666667,37.66666666666666,36.0
2022-08-26,0.039,36.0,47.66666666666666
2022-08-27,0.051666667,47.66666666666666,30.33333333333333
2022-08-28,0.033,30.33333333333333,36.0
2022-08-29,0.039,36.0,29.666666666666668
2022-08-30,0.032,29.666666666666668,29.0
2022-08-31,0.031,29.0,23.33333333333333
2022-09-01,0.025333333,23.33333333333333,27.666666666666668
2022-09-02,0.029666667,27.666666666666668,46.0
2022-09-03,0.05,46.0,47.5
2022-09-04,0.0515,47.5,43.5
2022-09-05,0.0465,43.5,45.0
2022-09-06,0.049,45.0,72.5
2022-09-07,0.0615,72.5,43.5
2022-09-08,0.047,43.5,46.0
2022-09-09,0.05,46.0,65.0
2022-09-10,0.059,65.0,41.0
2022-09-11,0.044333333,41.0,93.0
2022-09-12,0.068,93.0,63.66666666666666
2022-09-13,0.058666667,63.66666666666666,54.333333333333336
2022-09-14,0.054666667,54.333333333333336,51.333333333333336
2022-09-15,0.053666667,51.333333333333336,49.0
2022-09-16,0.053,49.0,30.0
2022-09-17,0.032666667,30.0,39.66666666666666
2022-09-18,0.042666667,39.66666666666666,40.66666666666666
2022-09-19,0.043666667,40.66666666666666,41.66666666666666
2022-09-20,0.045,41.66666666666666,55.333333333333336
2022-09-21,0.055666667,55.333333333333336,115.33333333333331
2022-09-22,0.075,115.33333333333331,82.33333333333333
2022-09-23,0.064666667,82.33333333333333,56.66666666666666
2022-09-24,0.056,56.66666666666666,47.333333333333336
2022-09-25,0.050666667,47.333333333333336,45.333333333333336
2022-09-26,0.048666667,45.333333333333336,51.0
2022-09-27,0.053333333,51.0,51.66666666666666
2022-09-28,0.054,51.66666666666666,59.333333333333336
2022-09-29,0.057333333,59.333333333333336,52.0
2022-09-30,0.054333333,52.0,48.333333333333336
2022-10-01,0.052333333,48.333333333333336,56.333333333333336
2022-10-02,0.056666667,56.333333333333336,50.333333333333336
2022-10-03,0.054333333,50.333333333333336,53.66666666666666
2022-10-04,0.055333333,53.66666666666666,64.66666666666667
2022-10-05,0.059,64.66666666666667,103.66666666666669
2022-10-06,0.071333333,103.66666666666669,47.333333333333336
2022-10-07,0.051333333,47.333333333333336,47.0
2022-10-08,0.049666667,47.0,62.0
2022-10-09,0.058333333,62.0,68.33333333333333
2022-10-10,0.060333333,68.33333333333333,49.0
2022-10-11,0.052,49.0,50.66666666666666
2022-10-12,0.054,50.66666666666666,41.333333333333336
2022-10-13,0.044666667,41.333333333333336,56.66666666666666
2022-10-14,0.055333333,56.66666666666666,45.333333333333336
2022-10-15,0.049,45.333333333333336,31.0
2022-10-16,0.033666667,31.0,34.333333333333336
2022-10-17,0.037333333,34.333333333333336,34.0
2022-10-18,0.037,34.0,31.0
2022-10-19,0.033333333,31.0,45.0
2022-10-20,0.048666667,45.0,48.0
2022-10-21,0.052,48.0,39.66666666666666
2022-10-22,0.042666667,39.66666666666666,34.666666666666664
2022-10-23,0.037666667,34.666666666666664,25.666666666666668
2022-10-24,0.027666667,25.666666666666668,30.33333333333333
2022-10-25,0.033,30.33333333333333,34.0
2022-10-26,0.036666667,34.0,40.66666666666666
2022-10-27,0.044,40.66666666666666,27.33333333333333
2022-10-28,0.029333333,27.33333333333333,25.666666666666668
2022-10-29,0.027666667,25.666666666666668,40.333333333333336
2022-10-30,0.043333333,40.333333333333336,37.0
2022-10-31,0.04,37.0,41.66666666666666
2022-11-01,0.044666667,41.66666666666666,36.0
2022-11-02,0.039,36.0,21.0
2022-11-03,0.022666667,21.0,15.666666666666666
2022-11-04,0.016666667,15.666666666666666,25.0
2022-11-05,0.027,25.0,37.333333333333336
2022-11-06,0.040333333,37.333333333333336,10.5
2022-11-07,0.0115,10.5,26.33333333333333
2022-11-08,0.028333333,26.33333333333333,31.666666666666668
2022-11-09,0.034333333,31.666666666666668,24.0
2022-11-10,0.026,24.0,20.666666666666668
2022-11-11,0.022666667,20.666666666666668,30.33333333333333
2022-11-12,0.032666667,30.33333333333333,30.33333333333333
2022-11-13,0.032666667,30.33333333333333,13.0
2022-11-14,0.014,13.0,15.0
2022-11-15,0.016,15.0,21.33333333333333
2022-11-16,0.023,21.33333333333333,24.33333333333333
2022-11-17,0.026,24.33333333333333,23.0
2022-11-18,0.025,23.0,22.666666666666668
2022-11-19,0.024666667,22.666666666666668,26.33333333333333
2022-11-20,0.028333333,26.33333333333333,23.0
2022-11-21,0.025,23.0,23.0
2022-11-22,0.024666667,23.0,18.33333333333333
2022-11-23,0.02,18.33333333333333,20.0
2022-11-24,0.021666667,20.0,17.333333333333332
2022-11-25,0.018333333,17.333333333333332,13.666666666666666
2022-11-26,0.014666667,13.666666666666666,30.0
2022-11-27,0.032333333,30.0,30.0
2022-11-28,0.0325,30.0,25.33333333333333
2022-11-29,0.027333333,25.33333333333333,23.0
2022-11-30,0.025,23.0,21.666666666666668
2022-12-01,0.023333333,21.666666666666668,13.333333333333334
2022-12-02,0.014333333,13.333333333333334,22.33333333333333
2022-12-03,0.024333333,22.33333333333333,16.666666666666668
2022-12-04,0.017666667,16.666666666666668,18.666666666666668
2022-12-05,0.02,18.666666666666668,15.333333333333334
2022-12-06,0.016333333,15.333333333333334,10.666666666666666
2022-12-07,0.011333333,10.666666666666666,2.6666666666666665
2022-12-08,0.003,2.6666666666666665,11.333333333333334
2022-12-09,0.012333333,11.333333333333334,16.333333333333332
2022-12-10,0.017333333,16.333333333333332,17.666666666666668
2022-12-11,0.019,17.666666666666668,17.666666666666668
2022-12-12,0.018666667,17.666666666666668,19.666666666666668
2022-12-13,0.021333333,19.666666666666668,18.666666666666668
2022-12-14,0.020333333,18.666666666666668,28.666666666666668
2022-12-15,0.030666667,28.666666666666668,25.0
2022-12-16,0.027,25.0,31.0
2022-12-17,0.033666667,31.0,33.333333333333336
2022-12-18,0.036333333,33.333333333333336,25.33333333333333
2022-12-19,0.027333333,25.33333333333333,29.0
2022-12-20,0.031,29.0,23.0
2022-12-21,0.025,23.0,30.0
2022-12-22,0.032,30.0,32.0
2022-12-23,0.035,32.0,28.0
2022-12-24,0.03,28.0,28.5
2022-12-25,0.031,28.5,26.0
2022-12-26,0.028,26.0,20.0
2022-12-27,0.0215,20.0,36.5
2022-12-28,0.0395,36.5,26.0
2022-12-29,0.028,26.0,12.5
2022-12-30,0.0135,12.5,30.0
2023-01-01,0.0325,30.0,22.0
2023-01-02,0.0235,22.0,28.5
2023-01-03,0.031,28.5,23.0
2023-01-04,0.0245,23.0,25.0
2023-01-05,0.027,25.0,32.5
2023-01-06,0.035,32.5,24.5
2023-01-07,0.0265,24.5,31.0
2023-01-08,0.0335,31.0,35.0
2023-01-09,0.038,35.0,34.0
2023-01-10,0.0365,34.0,32.5
2023-01-11,0.035,32.5,31.5
2023-01-12,0.034,31.5,26.5
2023-01-13,0.0285,26.5,34.5
2023-01-14,0.037,34.5,36.0
2023-01-15,0.039,36.0,29.5
2023-01-16,0.032,29.5,29.0
2023-01-17,0.0315,29.0,35.5
2023-01-18,0.038,35.5,28.0
2023-01-19,0.03,28.0,30.0
2023-01-20,0.0325,30.0,22.5
2023-01-21,0.0245,22.5,34.0
2023-01-22,0.037,34.0,31.0
2023-01-23,0.0335,31.0,20.0
2023-01-24,0.0215,20.0,25.5
2023-01-25,0.0275,25.5,28.0
2023-01-26,0.03,28.0,36.0
2023-01-27,0.039,36.0,26.0
2023-01-28,0.028,26.0,17.0
2023-01-29,0.018,17.0,19.5
2023-01-30,0.021,19.5,23.0
2023-01-31,0.025,23.0,23.0
2023-02-01,0.025,23.0,15.5
2023-02-02,0.0165,15.5,22.0
2023-02-03,0.024,22.0,34.5
2023-02-04,0.0375,34.5,36.0
2023-02-05,0.039,36.0,31.5
2023-02-06,0.034,31.5,21.0
2023-02-07,0.0225,21.0,20.0
2023-02-08,0.022,20.0,24.0
2023-02-09,0.026,24.0,23.0
2023-02-10,0.025,23.0,28.0
2023-02-11,0.03,28.0,34.0
2023-02-12,0.037,34.0,30.0
2023-02-13,0.032,30.0,33.0
2023-02-14,0.036,33.0,26.0
2023-02-15,0.028,26.0,29.0
2023-02-16,0.031,29.0,33.0
2023-02-18,0.036,33.0,31.0
2023-02-19,0.034,31.0,25.0
2023-02-20,0.027,25.0,32.0
2023-02-21,0.035,32.0,33.0
2023-02-22,0.036,33.0,25.0
2023-02-23,0.027,25.0,16.0
2023-02-24,0.017,16.0,9.5
2023-02-25,0.0105,9.5,33.0
2023-02-26,0.036,33.0,34.0
2023-02-27,0.037,34.0,38.5
2023-02-28,0.0415,38.5,9.0
2023-03-01,0.01,9.0,28.5
2023-03-02,0.0305,28.5,35.5
2023-03-03,0.0385,35.5,47.5
2023-03-04,0.0515,47.5,44.5
2023-03-05,0.0485,44.5,42.0
2023-03-06,0.045,42.0,16.5
2023-03-07,0.0175,16.5,15.0
2023-03-08,0.016,15.0,19.5
2023-03-09,0.021,19.5,30.0
2023-03-10,0.0325,30.0,24.5
2023-03-11,0.0265,24.5,33.5
2023-03-12,0.0365,33.5,36.5
2023-03-13,0.0395,36.5,39.5
2023-03-14,0.0425,39.5,43.5
2023-03-15,0.047,43.5,33.0
2023-03-16,0.036,33.0,36.5
2023-03-17,0.0395,36.5,40.0
2023-03-18,0.043,40.0,42.0
2023-03-19,0.045,42.0,36.5
2023-03-20,0.0395,36.5,21.0
2023-03-21,0.023,21.0,33.0
2023-03-22,0.036,33.0,30.0
2023-03-23,0.0325,30.0,23.0
2023-03-24,0.025,23.0,43.0
2023-03-25,0.0465,43.0,65.5
2023-03-26,0.0595,65.5,40.5
2023-03-27,0.0435,40.5,44.0
2023-03-28,0.047,44.0,40.5
2023-03-29,0.0435,40.5,29.666666666666668
2023-03-30,0.032,29.666666666666668,44.333333333333336
2023-03-31,0.048,44.333333333333336,48.66666666666666
2023-04-01,0.052666667,48.66666666666666,31.33333333333333
2023-04-02,0.034,31.33333333333333,37.66666666666666
2023-04-03,0.040666667,37.66666666666666,28.666666666666668
2023-04-04,0.030666667,28.666666666666668,39.0
2023-04-05,0.042,39.0,31.5
2023-04-06,0.034,31.5,33.333333333333336
2023-04-07,0.036333333,33.333333333333336,46.0
2023-04-08,0.05,46.0,38.333333333333336
2023-04-09,0.041333333,38.333333333333336,35.333333333333336
2023-04-10,0.038333333,35.333333333333336,43.0
2023-04-11,0.046,43.0,42.333333333333336
2023-04-12,0.045666667,42.333333333333336,45.333333333333336
2023-04-13,0.049,45.333333333333336,34.333333333333336
2023-04-14,0.037333333,34.333333333333336,37.66666666666666
2023-04-15,0.040666667,37.66666666666666,45.0
2023-04-16,0.048666667,45.0,58.0
2023-04-17,0.056666667,58.0,42.66666666666666
2023-04-18,0.046333333,42.66666666666666,38.0
2023-04-19,0.041,38.0,34.666666666666664
2023-04-20,0.037666667,34.666666666666664,49.66666666666666
2023-04-21,0.053,49.66666666666666,41.0
2023-04-22,0.044,41.0,36.333333333333336
2023-04-23,0.039333333,36.333333333333336,45.0
2023-04-24,0.048333333,45.0,37.333333333333336
2023-04-25,0.040333333,37.333333333333336,27.0
2023-04-26,0.029,27.0,31.666666666666668
2023-04-27,0.034333333,31.666666666666668,36.333333333333336
2023-04-28,0.039333333,36.333333333333336,39.0
2023-04-29,0.042,39.0,54.333333333333336
2023-04-30,0.055333333,54.333333333333336,47.66666666666666
2023-05-01,0.051666667,47.66666666666666,65.33333333333333
2023-05-02,0.059333333,65.33333333333333,69.33333333333333
2023-05-03,0.060666667,69.33333333333333,37.333333333333336
2023-05-04,0.040333333,37.333333333333336,48.333333333333336
2023-05-05,0.051333333,48.333333333333336,39.333333333333336
2023-05-06,0.042333333,39.333333333333336,35.333333333333336
2023-05-07,0.038333333,35.333333333333336,33.666666666666664
2023-05-08,0.036666667,33.666666666666664,30.666666666666668
2023-05-09,0.033,30.666666666666668,36.0
2023-05-10,0.039,36.0,34.666666666666664
2023-05-11,0.037666667,34.666666666666664,33.333333333333336
2023-05-12,0.036333333,33.333333333333336,50.66666666666666
2023-05-13,0.054,50.66666666666666,23.666666666666668
2023-05-14,0.025666667,23.666666666666668,46.66666666666666
2023-05-15,0.050333333,46.66666666666666,35.333333333333336
2023-05-16,0.038333333,35.333333333333336,56.66666666666666
2023-05-17,0.055333333,56.66666666666666,70.66666666666667
2023-05-18,0.061,70.66666666666667,44.5
2023-05-19,0.048,44.5,46.0
2023-05-20,0.049666667,46.0,49.333333333333336
2023-05-21,0.051666667,49.333333333333336,103.33333333333331
2023-05-22,0.071333333,103.33333333333331,67.33333333333333
2023-05-23,0.06,67.33333333333333,79.0
2023-05-24,0.063666667,79.0,53.66666666666666
2023-05-25,0.055333333,53.66666666666666,93.0
2023-05-26,0.068,93.0,76.0
2023-05-27,0.062666667,76.0,63.333333333333336
2023-05-28,0.058666667,63.333333333333336,55.333333333333336
2023-05-29,0.056333333,55.333333333333336,49.0
2023-05-30,0.053,49.0,63.0
2023-05-31,0.058666667,63.0,61.0
2023-06-01,0.058,61.0,53.0
2023-06-02,0.055666667,53.0,75.66666666666667
2023-06-03,0.062666667,75.66666666666667,75.0
2023-06-04,0.062333333,75.0,61.66666666666666
2023-06-05,0.058,61.66666666666666,64.0
2023-06-06,0.059,64.0,154.0
2023-06-07,0.087666667,154.0,109.33333333333331
2023-06-08,0.073,109.33333333333331,96.0
2023-06-09,0.069,96.0,51.0
2023-06-10,0.054333333,51.0,60.66666666666666
2023-06-11,0.057333333,60.66666666666666,45.333333333333336
2023-06-12,0.049333333,45.333333333333336,19.0
2023-06-13,0.020333333,19.0,49.333333333333336
2023-06-14,0.052333333,49.333333333333336,39.333333333333336
2023-06-15,0.042333333,39.333333333333336,55.66666666666666
2023-06-16,0.055666667,55.66666666666666,44.333333333333336
2023-06-17,0.048,44.333333333333336,74.66666666666667
2023-06-18,0.062,74.66666666666667,39.333333333333336
2023-06-19,0.042333333,39.333333333333336,37.5
2023-06-20,0.0405,37.5,36.333333333333336
2023-06-21,0.039333333,36.333333333333336,48.0
2023-06-22,0.052,48.0,42.0
2023-06-23,0.045,42.0,35.333333333333336
2023-06-24,0.038333333,35.333333333333336,34.666666666666664
2023-06-25,0.037666667,34.666666666666664,39.66666666666666
2023-06-26,0.042666667,39.66666666666666,42.0
2023-06-27,0.045333333,42.0,41.66666666666666
2023-06-28,0.044666667,41.66666666666666,41.66666666666666
2023-06-29,0.044666667,41.66666666666666,35.0
2023-06-30,0.038,35.0,43.0
2023-07-01,0.046333333,43.0,39.5
2023-07-02,0.0425,39.5,45.0
2023-07-03,0.048666667,45.0,39.333333333333336
2023-07-04,0.042333333,39.333333333333336,34.333333333333336
2023-07-05,0.037333333,34.333333333333336,38.0
2023-07-06,0.041,38.0,31.666666666666668
2023-07-07,0.034333333,31.666666666666668,39.0
2023-07-08,0.042333333,39.0,57.0
2023-07-09,0.052333333,57.0,57.66666666666666
2023-07-10,0.056333333,57.66666666666666,40.0
2023-07-11,0.043,40.0,37.66666666666666
2023-07-12,0.040666667,37.66666666666666,39.0
2023-07-13,0.042,39.0,40.0
2023-07-14,0.043,40.0,46.66666666666666
2023-07-15,0.050333333,46.66666666666666,37.0
2023-07-16,0.04,37.0,55.333333333333336
2023-07-17,0.053,55.333333333333336,45.66666666666666
2023-07-18,0.049333333,45.66666666666666,41.66666666666666
2023-07-19,0.045,41.66666666666666,49.0
2023-07-20,0.0515,49.0,82.33333333333333
2023-07-21,0.064666667,82.33333333333333,57.0
2023-07-22,0.055666667,57.0,83.66666666666667
2023-07-23,0.065,83.66666666666667,91.66666666666669
2023-07-24,0.067666667,91.66666666666669,62.0
2023-07-25,0.058333333,62.0,51.66666666666666
2023-07-26,0.054,51.66666666666666,51.66666666666666
2023-07-27,0.053333333,51.66666666666666,67.33333333333333
2023-07-28,0.06,67.33333333333333,57.0
2023-07-29,0.056333333,57.0,51.66666666666666
2023-07-30,0.053333333,51.66666666666666,56.0
2023-07-31,0.055333333,56.0,104.66666666666669
2023-08-01,0.071666667,104.66666666666669,67.33333333333333
2023-08-02,0.06,67.33333333333333,49.0
2023-08-03,0.051,49.0,44.0
2023-08-04,0.047333333,44.0,42.333333333333336
2023-08-05,0.045666667,42.333333333333336,34.666666666666664
2023-08-06,0.037666667,34.666666666666664,50.333333333333336
2023-08-07,0.050666667,50.333333333333336,38.333333333333336
2023-08-08,0.041333333,38.333333333333336,42.0
2023-08-09,0.045,42.0,56.0
2023-08-10,0.054,56.0,43.0
2023-08-11,0.046333333,43.0,38.66666666666666
2023-08-12,0.041666667,38.66666666666666,35.333333333333336
2023-08-13,0.038333333,35.333333333333336,74.66666666666667
2023-08-14,0.062333333,74.66666666666667,50.333333333333336
2023-08-15,0.052,50.333333333333336,103.33333333333331
2023-08-16,0.071,103.33333333333331,109.0
